food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,total_mass_g,Caloric Value_per_100g,Fat_per_100g,Saturated Fats_per_100g,Monounsaturated Fats_per_100g,Polyunsaturated Fats_per_100g,Carbohydrates_per_100g,Sugars_per_100g,Protein_per_100g,Dietary Fiber_per_100g,Cholesterol_per_100g,Sodium_per_100g,Water_per_100g,Vitamin A_per_100g,Vitamin B1_per_100g,Vitamin B11_per_100g,Vitamin B12_per_100g,Vitamin B2_per_100g,Vitamin B3_per_100g,Vitamin B5_per_100g,Vitamin B6_per_100g,Vitamin C_per_100g,Vitamin D_per_100g,Vitamin E_per_100g,Vitamin K_per_100g,Calcium_per_100g,Copper_per_100g,Iron_per_100g,Magnesium_per_100g,Manganese_per_100g,Phosphorus_per_100g,Potassium_per_100g,Selenium_per_100g,Zinc_per_100g
fruit jam,56,0.095,0.021,0.065,0,13.8,9.7,0,0.2,0,0.052,6.1,0,0.083,0.076,0,0.024,0.07,0.045,0.037,1.8,0,0.062,0,4,0.022,0.07,0.8,0.002,3.8,15.4,0.054,0.03,19.919,19.995,280.0700175,0.47511878,0.105026257,0.32508127,0,69.01725431,48.51212803,0,1.000250063,0,0.260065016,30.50762691,0,0.415103776,0.380095024,0,0.120030008,0.350087522,0.225056264,0.185046262,9.002250563,0,0.310077519,0,20.00500125,0.110027507,0.350087522,4.00100025,0.010002501,19.00475119,77.01925481,0.270067517,0.150037509
chocolate hazelnut spread,100,5.5,5.3,0,0,11.5,10,1,1,0,0.099,0.2,0,0.005,0.02,0.042,0.036,0.072,0.1,0.056,0,0,0.9,0.071,20,0.061,0.8,11.8,0.2,28.1,75.3,0.021,0.2,39.8,18.2,549.4505495,30.21978022,29.12087912,0,0,63.18681319,54.94505495,5.494505495,5.494505495,0,0.543956044,1.098901099,0,0.027472527,0.10989011,0.230769231,0.197802198,0.395604396,0.549450549,0.307692308,0,0,4.945054945,0.39010989,109.8901099,0.335164835,4.395604396,64.83516484,1.098901099,154.3956044,413.7362637,0.115384615,1.098901099
peanut butter,88,7.4,1.4,3.1,1.7,3.6,1,3.3,0.9,0,0.085,0.2,0,0,0.081,0.063,0,0.041,2,0.2,0.078,0,0,0.9,0,8.1,0.079,0.3,26.9,0.2,50.3,88.8,0.044,15.268,14.5,606.8965517,51.03448276,9.655172414,21.37931034,11.72413793,24.82758621,6.896551724,22.75862069,6.206896552,0,0.586206897,1.379310345,0,0,0.55862069,0.434482759,0,0.282758621,13.79310345,1.379310345,0.537931034,0,0,6.206896552,0,55.86206897,0.544827586,2.068965517,185.5172414,1.379310345,346.8965517,612.4137931,0.303448276
peanut spread,101,8.5,1.6,4.2,2.5,2.2,0.5,3.8,1.2,0,0.028,0.3,0,0.091,0.079,0,0.025,2.5,0.2,0.049,0,0,1.2,0.046,11.2,0.1,0.4,25.4,0.3,54.3,126.8,0.078,0.5,27.3,14.8,682.4324324,57.43243243,10.81081081,28.37837838,16.89189189,14.86486486,3.378378378,25.67567568,8.108108108,0,0.189189189,2.027027027,0,0.614864865,0.533783784,0,0.168918919,16.89189189,1.351351351,0.331081081,0,0,8.108108108,0.310810811,75.67567568,0.675675676,2.702702703,171.6216216,2.027027027,366.8918919,856.7567568,0.527027027,3.378378378
chicken spread,88,9.8,1.8,2.7,1.3,2.3,0.3,10.1,0.2,31.4,0.4,32.1,0.076,0.06,0.048,0.064,0.003,1.5,0.2,0.016,0,0,0,0,9,0.049,0.5,6.7,0.083,49.8,59.4,0.029,0.6,31.972,54.3,162.0626151,18.04788214,3.314917127,4.972375691,2.394106814,4.23572744,0.552486188,18.60036832,0.368324125,57.82688766,0.73664825,59.1160221,0.139963168,0.110497238,0.08839779,0.11786372,0.005524862,2.762430939,0.368324125,0.02946593,0,0,0,0,16.57458564,0.090239411,0.920810313,12.3388582,0.152854512,91.71270718,109.3922652,0.053406998,1.104972376
cheese spread,708,68.6,43.2,19.4,2.5,8.4,8.4,17,0,216,1.2,140.4,0.7,0.071,0.027,0.011,0.5,2.3,0,0.051,0,0.091,1.8,0.098,170.4,0.02,2.7,14.4,0,218.4,268.8,0.065,1.2,267.8,234.4,302.0477816,29.2662116,18.43003413,8.276450512,1.066552901,3.583617747,3.583617747,7.252559727,0,92.15017065,0.511945392,59.89761092,0.298634812,0.030290102,0.011518771,0.004692833,0.21331058,0.981228669,0,0.021757679,0,0.038822526,0.767918089,0.041808874,72.69624573,0.008532423,1.151877133,6.14334471,0,93.17406143,114.6757679,0.027730375,0.511945392
tahini,86,7.2,1,2.7,3.2,3.9,0,2.7,1.4,0,0.098,0.5,0,0.2,0.034,0,0.086,0.9,0.1,0.036,0,0,0,0,63,0.2,0.4,14.4,0.2,112.8,62.1,0,0.7,78.6,14.3,601.3986014,50.34965035,6.993006993,18.88111888,22.37762238,27.27272727,0,18.88111888,9.79020979,0,0.685314685,3.496503497,0,1.398601399,0.237762238,0,0.601398601,6.293706294,0.699300699,0.251748252,0,0,0,0,440.5594406,1.398601399,2.797202797,100.6993007,1.398601399,788.8111888,434.2657343,0,4.895104895
orange marmalade,49,0,0,0,0,13.3,12,0.014,0.1,0,0.016,6.6,0,0.098,0.06,0,0.075,0.065,0.028,0.046,1,0,0.089,0,7.6,0.076,0.053,0.4,0.055,0.8,7.4,0.057,0.046,22.119,19.914,246.0580496,0,0,0,0,66.7871849,60.25911419,0.0703023,0.502159285,0,0.080345486,33.14251281,0,0.492116099,0.301295571,0,0.376619464,0.326403535,0.1406046,0.230993271,5.021592849,0,0.446921764,0,38.16410565,0.381641057,0.266144421,2.00863714,0.276187607,4.017274279,37.15978708,0.286230792,0.230993271
american cheese spread,46,3.4,2.1,1,0.062,1.4,1.2,2.6,0,8.8,0.3,7.6,0.043,0.012,0.066,0.022,0.076,0.089,0.1,0.086,0,0.014,0.022,0.046,89.9,0.061,0.079,4.6,0.062,140,38.7,0.052,0.4,97.357,15,306.6666667,22.66666667,14,6.666666667,0.413333333,9.333333333,8,17.33333333,0,58.66666667,2,50.66666667,0.286666667,0.08,0.44,0.146666667,0.506666667,0.593333333,0.666666667,0.573333333,0,0.093333333,0.146666667,0.306666667,599.3333333,0.406666667,0.526666667,30.66666667,0.413333333,933.3333333,258,0.346666667,2.666666667
apricot jam,48,0.01,0.042,0,0,12.9,8.7,0.1,0.044,0,0.004,6.9,0,0,0.017,0,0.053,0.096,0.087,0.068,1.8,0,0.048,0,4,0.07,0.066,0.8,0.099,0.6,15.4,0.009,0.062,18.91,19.91,241.084882,0.050226017,0.210949272,0,0,64.79156203,43.69663486,0.502260171,0.220994475,0,0.020090407,34.65595178,0,0,0.085384229,0,0.266197891,0.482169764,0.436966349,0.341536916,9.040683074,0,0.241084882,0,20.09040683,0.35158212,0.331491713,4.018081366,0.497237569,3.013561025,77.3480663,0.045203415,0.311401306
chunky peanut butter,94,8,1.2,3.7,2.2,3.5,1.3,3.8,1.3,0,0.03,0.2,0,0.018,0.094,0,0.013,2.2,0.2,0.072,0,0,1,0.016,7.2,0.002,0.3,25.6,0.3,51,119.2,0.045,0.4,24.1,15.5,606.4516129,51.61290323,7.741935484,23.87096774,14.19354839,22.58064516,8.387096774,24.51612903,8.387096774,0,0.193548387,1.290322581,0,0.116129032,0.606451613,0,0.083870968,14.19354839,1.290322581,0.464516129,0,0,6.451612903,0.103225806,46.4516129,0.012903226,1.935483871,165.1612903,1.935483871,329.0322581,769.0322581,0.290322581,2.580645161
ham and cheese spread,37,2.8,1.3,1.1,0.2,0.3,0,2.4,0,9.2,0.2,8.9,0.03,0,0.094,0.035,0.066,0.3,0.098,0.041,0,0,0,0,32.6,0.087,0.1,2.7,0.063,74.3,24.3,0.065,0.3,38.238,14.4,256.9444444,19.44444444,9.027777778,7.638888889,1.388888889,2.083333333,0,16.66666667,0,63.88888889,1.388888889,61.80555556,0.208333333,0,0.652777778,0.243055556,0.458333333,2.083333333,0.680555556,0.284722222,0,0,0,0,226.3888889,0.604166667,0.694444444,18.75,0.4375,515.9722222,168.75,0.451388889,2.083333333
chicken and rice casserole homade,27,1,0,0,0,2.4,0,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,5.4,500,18.51851852,0,0,0,44.44444444,0,37.03703704,5.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
picnic loaf,65,4.7,1.7,2.2,0.5,1.3,0,4.2,0,10.6,0.3,16.9,0,0.1,0.005,0.004,0.01,0.6,0.2,0.083,0,0.025,0,0,13.2,0.078,0.3,4.2,0.094,35,74.8,0.025,0.6,23.7,27.1,239.8523985,17.34317343,6.273062731,8.118081181,1.84501845,4.79704797,0,15.49815498,0,39.11439114,1.10701107,62.36162362,0,0.36900369,0.018450185,0.014760148,0.036900369,2.21402214,0.73800738,0.306273063,0,0.092250923,0,0,48.70848708,0.287822878,1.10701107,15.49815498,0.346863469,129.1512915,276.0147601,0.092250923,2.21402214
corn tamale,309,12,4.4,4,2.6,44.3,12.3,5.8,5.3,0,0.5,101.8,0,0.098,0,0,0.023,2.2,0.6,0.3,0,0,0.7,0.052,39.8,0.02,0.9,48.1,0.4,154.4,308.8,0.075,1,108.1,163.9,188.5295912,7.321537523,2.684563758,2.440512508,1.58633313,27.02867602,7.504575961,3.538743136,3.233679073,0,0.305064063,62.11104332,0,0.059792556,0,0,0.014032947,1.342281879,0.366076876,0.183038438,0,0,0.427089689,0.031726663,24.28309945,0.012202563,0.549115314,29.3471629,0.244051251,94.20378279,188.4075656,0.04575961,0.610128127
baked potato with cheese sauce bacon,451,25.9,10.1,9.7,4.8,44.4,0,18.4,0,29.9,1,194.4,0.2,0.3,0.011,0.007,0.2,4,1.3,0.7,28.7,0,0,0,308,0.6,3.1,68.8,0.5,346.8,1178.1,0.01,2.2,428.7,283.1,159.3076651,9.148710703,3.567643942,3.426351113,1.695513953,15.68350406,0,6.499470152,0,10.561639,0.353232073,68.66831508,0.070646415,0.105969622,0.003885553,0.002472625,0.070646415,1.412928294,0.459201696,0.247262451,10.13776051,0,0,0,108.7954786,0.211939244,1.095019428,24.30236665,0.176616037,122.5008831,416.1427058,0.003532321,0.777110562
chinese egg roll,223,10.6,1.9,2.7,5,24.3,0,7.4,2.3,14.2,0.4,45,0,0.1,0,0.079,0.001,2.4,0.3,0.1,0,0,0,0.066,35.6,0.1,1.3,16,0.2,75.7,146.9,0,0.6,81.5,87.3,255.441008,12.14203895,2.176403207,3.092783505,5.727376861,27.83505155,0,8.476517755,2.634593356,16.26575029,0.458190149,51.54639175,0,0.114547537,0,0.090492554,0.001145475,2.749140893,0.343642612,0.114547537,0,0,0,0.075601375,40.77892325,0.114547537,1.489117984,18.32760596,0.229095074,86.71248568,168.2703322,0,0.687285223
butter croissant,231,12,6.6,3.1,0.6,26.1,6.4,4.7,1.5,38.2,0.2,13.2,0.1,0.2,0.021,0.092,0.1,1.2,0.5,0.095,0.1,0,0.5,0.022,21.1,0.07,1.2,9.1,0.2,59.9,67.3,0.054,0.4,66.8,56,412.5,21.42857143,11.78571429,5.535714286,1.071428571,46.60714286,11.42857143,8.392857143,2.678571429,68.21428571,0.357142857,23.57142857,0.178571429,0.357142857,0.0375,0.164285714,0.178571429,2.142857143,0.892857143,0.169642857,0.178571429,0,0.892857143,0.039285714,37.67857143,0.125,2.142857143,16.25,0.357142857,106.9642857,120.1785714,0.096428571,0.714285714
enchilada with cheese beef,323,17.6,9,6.1,1.4,30.5,0,11.9,0,40.3,1.3,128.4,0.016,0.056,0.075,0.036,0.4,2.5,1.4,0.3,1.3,0,0,0,228.5,0.5,3.1,82.6,0.6,167,574.1,0.092,2.7,292.933,188.4,171.4437367,9.341825902,4.777070064,3.237791932,0.743099788,16.18895966,0,6.316348195,0,21.39065817,0.690021231,68.15286624,0.008492569,0.029723992,0.039808917,0.01910828,0.212314225,1.326963907,0.743099788,0.159235669,0.690021231,0,0,0,121.2845011,0.265392781,1.645435244,43.84288747,0.318471338,88.64118896,304.7239915,0.048832272,1.433121019
corned beef hash with potatoes,387,24.2,10.2,12.4,0.7,21.9,0.8,20.6,2.6,75.5,1,166,0,0.2,0.013,0.062,0.1,3.7,1,0.5,2.1,0,0.057,0.017,44.8,0,2.4,30.7,0.2,132.2,405.9,0.034,3.3,118.6,232.7,166.3085518,10.39965621,4.383326171,5.328749463,0.300816502,9.411259132,0.343790288,8.852599914,1.117318436,32.44520842,0.42973786,71.33648474,0,0.085947572,0.005586592,0.026643747,0.042973786,1.590030082,0.42973786,0.21486893,0.902449506,0,0.024495058,0.007305544,19.25225612,0,1.031370864,13.1929523,0.085947572,56.81134508,174.4305973,0.014611087,1.418134938
biscuit with egg cheese bacon,436,25.3,8.5,11.7,2.8,35.4,2.5,17.4,0.3,240.7,1.2,62.3,0.1,0.4,0.097,0.067,0.4,3.4,1.1,0.2,0,0.095,1.5,0.098,149.4,0.4,2.3,21.8,0.2,526.4,190,0.087,1.6,230.2,140.4,310.5413105,18.01994302,6.054131054,8.333333333,1.994301994,25.21367521,1.780626781,12.39316239,0.213675214,171.4387464,0.854700855,44.37321937,0.071225071,0.284900285,0.069088319,0.047720798,0.284900285,2.421652422,0.783475783,0.142450142,0,0.067663818,1.068376068,0.06980057,106.4102564,0.284900285,1.638176638,15.52706553,0.142450142,374.9287749,135.3276353,0.061965812,1.13960114
bagel with ham egg cheese,483,18.5,7.9,5.7,3.3,52.4,7,26.7,0.4,242.6,1.3,88.7,0.2,0.7,0.1,0.048,0.6,6,1.4,0.1,0,0.001,1.2,0.018,185.3,0.4,4.1,40.1,0.4,397.3,261.7,0.098,2.4,287.6,186.3,259.2592593,9.930220075,4.240472356,3.05958132,1.771336554,28.1266774,3.757380569,14.33172303,0.214707461,130.2200751,0.697799249,47.6113795,0.107353731,0.375738057,0.053676865,0.025764895,0.322061192,3.220611916,0.751476114,0.053676865,0,0.000536769,0.644122383,0.009661836,99.46323135,0.214707461,2.200751476,21.52442297,0.214707461,213.2581857,140.4723564,0.052603328,1.288244767
quesadilla with chicken,529,27.5,11.1,6.8,7.4,43.3,3.4,27.1,3.1,66.6,1.3,76.7,0.1,0.4,0.073,0.012,0.3,7.6,0,0.1,0.2,0.1,0.5,0.03,484.2,0.1,3.2,45,0.5,563.4,329.4,0.025,2.6,588.7,174.6,302.978236,15.75028637,6.357388316,3.894616266,4.238258877,24.79954181,1.947308133,15.52119129,1.775486827,38.1443299,0.744558992,43.92898053,0.057273769,0.229095074,0.041809851,0.006872852,0.171821306,4.352806415,0,0.057273769,0.114547537,0.057273769,0.286368843,0.017182131,277.3195876,0.057273769,1.832760596,25.77319588,0.286368843,322.6804124,188.6597938,0.014318442,1.489117984
corn rice,110,0.3,0.02,0,0.1,25.2,3,1.8,0.4,0,0.2,1.1,0.2,1.8,0,0,1.1,8.6,0.007,1.7,11.2,0,0.035,0,2.9,0.013,9.9,5.5,0.2,22.3,30.5,0.043,2.2,51.9,28.4,387.3239437,1.056338028,0.070422535,0,0.352112676,88.73239437,10.56338028,6.338028169,1.408450704,0,0.704225352,3.873239437,0.704225352,6.338028169,0,0,3.873239437,30.28169014,0.024647887,5.985915493,39.43661972,0,0.123239437,0,10.21126761,0.045774648,34.85915493,19.36619718,0.704225352,78.52112676,107.3943662,0.151408451,7.746478873
kung pao chicken,779,42.2,8.2,13.1,18.2,41.5,18.3,59,9.1,157,2.4,451.7,0,0.2,0,0.034,0.3,16.7,3,1.5,42.9,0,6.2,0.012,120.8,0.4,4.6,145,1.5,567.8,1316.7,0.097,4.5,320.1,594.4,131.0565276,7.099596231,1.379542396,2.203903096,3.061911171,6.981830417,3.078734859,9.925975774,1.530955585,26.41318977,0.403768506,75.99259758,0,0.033647376,0,0.005720054,0.050471063,2.809555855,0.504710633,0.252355316,7.217362046,0,1.043068641,0.002018843,20.3230148,0.067294751,0.773889637,24.39434724,0.252355316,95.52489906,221.5174966,0.016318977,0.757065949
beef empanada,298,16.3,4.6,6.3,3.8,27.8,1.6,10.1,1.8,23.1,0.4,33.4,0,0.2,0,0.094,0.2,4.2,0.4,0.1,0,0,0.6,0.072,17.8,0.051,2.4,18.7,0.2,91.7,169.1,0.037,1.7,76.2,87.6,340.1826484,18.60730594,5.251141553,7.191780822,4.337899543,31.73515982,1.826484018,11.52968037,2.054794521,26.36986301,0.456621005,38.12785388,0,0.228310502,0,0.107305936,0.228310502,4.794520548,0.456621005,0.114155251,0,0,0.684931507,0.082191781,20.3196347,0.058219178,2.739726027,21.34703196,0.228310502,104.6803653,193.0365297,0.042237443,1.940639269
frijoles with cheese,225,7.8,4.1,2.6,0.7,28.7,0,11.4,0,36.7,0.9,115.4,0.008,0.1,0.1,0.085,0.3,1.5,1.1,0.2,1.5,0,0,0,188.7,0.3,2.2,85.2,0.5,175.4,604.5,0.013,1.7,240.305,163.3,137.7832211,4.776484997,2.510716473,1.592161666,0.42865891,17.57501531,0,6.981016534,0,22.47397428,0.551132884,70.66748316,0.004898959,0.061236987,0.061236987,0.052051439,0.183710961,0.918554807,0.673606859,0.122473974,0.918554807,0,0,0,115.5541947,0.183710961,1.347213717,52.17391304,0.306184936,107.4096754,370.1775873,0.007960808,1.041028781
burrito with beef,285,8.1,1.7,1.7,4,43.9,4.1,9.1,4.4,2.6,0.5,65.8,0.036,0.036,0.4,0.2,0.023,0.2,3.2,1.8,0.1,0.4,0,0.5,0.042,67.1,0.2,3.2,40,0.5,150.9,270.9,0.002,65.89,126.9,224.5862884,6.382978723,1.33963751,1.33963751,3.152088258,34.59416864,3.230890465,7.171000788,3.467297084,2.048857368,0.394011032,51.85185185,0.028368794,0.028368794,0.315208826,0.157604413,0.018124507,0.157604413,2.521670607,1.418439716,0.078802206,0.315208826,0,0.394011032,0.033096927,52.87628054,0.157604413,2.521670607,31.52088258,0.394011032,118.9125296,213.4751773,0.001576044
crispy chicken sandwich,350,17.6,3.3,4,8.4,33.2,3.9,14.8,0,0,0.7,57.9,0,0,0,0,0,0,0,0,0,0,0,0,46.6,0.09,1.9,25.2,0.3,229.3,233.1,0,0.7,114.1,123.5,283.4008097,14.25101215,2.672064777,3.238866397,6.801619433,26.88259109,3.157894737,11.98380567,0,0,0.566801619,46.88259109,0,0,0,0,0,0,0,0,0,0,0,0,37.73279352,0.072874494,1.538461538,20.4048583,0.24291498,185.6680162,188.7449393,0,0.566801619
enchilada with cheese,374,25.3,11.5,6.4,3.8,21.2,3.6,15.4,2.6,57.5,0.7,71.8,0.7,0.3,0.081,0.073,0.036,0.3,0.9,1.3,0.2,0.8,0,1.8,0,430.2,0.2,0.9,39.7,0.2,367.2,191.8,0.03,65.6,133.7,279.7307405,18.92296185,8.601346298,4.7868362,2.842183994,15.85639491,2.692595363,11.51832461,1.944652206,43.00673149,0.523560209,53.70231862,0.523560209,0.224382947,0.060583396,0.05459985,0.026925954,0.224382947,0.673148841,0.972326103,0.149588631,0.598354525,0,1.346297681,0,321.7651458,0.149588631,0.673148841,29.69334331,0.149588631,274.644727,143.4554974,0.022438295
pork egg roll,189,6.1,1.3,2,2.1,25.1,4.5,8.4,1.8,11.9,0.3,43.6,0,0.2,0.019,0.071,0.023,1.9,0.4,0.1,24.9,0.085,0.2,0.064,28.9,0.024,1.3,17,0.3,77.4,180.2,0.071,0.8,96.5,83.2,227.1634615,7.331730769,1.5625,2.403846154,2.524038462,30.16826923,5.408653846,10.09615385,2.163461538,14.30288462,0.360576923,52.40384615,0,0.240384615,0.022836538,0.085336538,0.027644231,2.283653846,0.480769231,0.120192308,29.92788462,0.102163462,0.240384615,0.076923077,34.73557692,0.028846154,1.5625,20.43269231,0.360576923,93.02884615,216.5865385,0.085336538,0.961538462
corn on the cob with butter,155,3.4,1.6,1,0.6,31.9,0,4.5,0,5.8,0.056,105.2,0.004,0.2,0.045,0,0.1,2.2,0.4,0.3,6.9,0,0,0,4.4,0,0.9,40.9,0,108,359.2,0.034,0.9,52.078,145,106.8965517,2.344827586,1.103448276,0.689655172,0.413793103,22,0,3.103448276,0,4,0.03862069,72.55172414,0.002758621,0.137931034,0.031034483,0,0.068965517,1.517241379,0.275862069,0.206896552,4.75862069,0,0,0,3.034482759,0,0.620689655,28.20689655,0,74.48275862,247.7241379,0.023448276,0.620689655
pancakes with butter syrup,260,7,2.9,2.6,1,45.4,0,4.1,0,29,0.6,57.7,0.015,0.2,0.082,0.046,0.3,1.7,0.3,0.051,1.7,0,0.7,0,63.8,0.073,1.3,24.4,0.2,237.8,125.3,0.075,0.5,123.319,114.2,227.6707531,6.129597198,2.539404553,2.276707531,0.875656743,39.75481611,0,3.590192644,0,25.39404553,0.525394046,50.52539405,0.013134851,0.175131349,0.071803853,0.04028021,0.262697023,1.488616462,0.262697023,0.044658494,1.488616462,0,0.61295972,0,55.86690018,0.063922942,1.138353765,21.36602452,0.175131349,208.2311734,109.7197898,0.065674256,0.437828371
burrito with beans,224,6.7,3.4,2.4,0.6,35.7,0,7,0,2.2,0.5,57,0,0.3,0.067,0.093,0.3,2,1,0.2,1,0,0,0,56.4,0.2,2.3,43.4,0.4,48.8,326.6,0.024,0.8,109.1,106.4,210.5263158,6.296992481,3.195488722,2.255639098,0.563909774,33.55263158,0,6.578947368,0,2.067669173,0.469924812,53.57142857,0,0.281954887,0.062969925,0.087406015,0.281954887,1.879699248,0.939849624,0.187969925,0.939849624,0,0,0,53.0075188,0.187969925,2.161654135,40.78947368,0.37593985,45.86466165,306.9548872,0.022556391,0.751879699
scrambled eggs,100,7.6,2.9,2.8,0.9,1,0.8,6.5,0,200.2,0.1,31.3,0.066,0.066,0.045,0.041,0.2,0.095,0.4,0.076,1.6,0.086,0.5,0.001,26.8,0.093,1.2,6.6,0.066,113.7,69.1,0.012,0.8,44.726,46.4,215.5172414,16.37931034,6.25,6.034482759,1.939655172,2.155172414,1.724137931,14.00862069,0,431.4655172,0.215517241,67.45689655,0.142241379,0.142241379,0.096982759,0.088362069,0.431034483,0.204741379,0.862068966,0.163793103,3.448275862,0.185344828,1.077586207,0.002155172,57.75862069,0.200431034,2.586206897,14.22413793,0.142241379,245.0431034,148.9224138,0.025862069,1.724137931
baked potato with sour cream,393,22.3,10,7.9,3.3,50,0,6.7,0,24.2,0.2,209.7,0.2,0.3,0.086,0.009,0.2,3.7,1.5,0.8,33.8,0,0,0,105.7,0.7,3.1,69.5,0.6,184.2,1383.2,0.088,0.9,221.8,288.7,136.127468,7.724281261,3.463803256,2.736404572,1.143055074,17.31901628,0,2.320748182,0,8.382403879,0.069276065,72.63595428,0.069276065,0.103914098,0.029788708,0.003117423,0.069276065,1.281607205,0.519570488,0.27710426,11.70765501,0,0,0,36.61240042,0.242466228,1.073779009,24.07343263,0.207828195,63.80325598,479.1132664,0.030481469,0.311742293
turkey and gravy,161,6.3,2,2.3,1.1,11.1,0,14.1,0,43.2,1.3,204.2,0.018,0.067,0.058,0.099,0.3,4.3,0.5,0.2,0,0,0,0,33.6,0.035,2.2,19.2,0.045,194.4,146.4,0.003,1.7,67.374,235.7,68.30717013,2.672889266,0.848536275,0.975816716,0.466694951,4.709376326,0,5.982180738,0,18.32838354,0.551548579,86.63555367,0.007636826,0.028425965,0.024607552,0.042002546,0.127280441,1.824352991,0.212134069,0.084853627,0,0,0,0,14.25540942,0.014849385,0.933389902,8.145948239,0.019092066,82.47772592,62.11285532,0.001272804,0.721255834
chicken egg roll,158,3.6,0.8,1.1,1.5,22.8,4.5,8.4,1.9,11.2,0.4,43.3,0.085,0.2,0.013,0.019,0.1,2.9,0.5,0.2,9,0,0.3,0.072,37.6,0.056,1.4,24,0.3,94.4,224.8,0.032,0.4,84.75,78.1,202.3047375,4.609475032,1.024327785,1.408450704,1.920614597,29.19334187,5.76184379,10.75544174,2.432778489,14.34058899,0.512163892,55.44174136,0.108834827,0.256081946,0.016645327,0.024327785,0.128040973,3.71318822,0.640204866,0.256081946,11.52368758,0,0.384122919,0.092189501,48.14340589,0.071702945,1.792573624,30.72983355,0.384122919,120.8706786,287.8361076,0.040973111,0.512163892
vegetable egg roll,153,3.6,0.6,1,1.7,25,5.3,5.2,2.2,0,0.4,42.5,0,0.2,0.04,0.014,0.1,1.6,0.3,0.1,10.7,0,0.4,0.099,35.9,0.082,1.5,20.3,0.4,64.7,195,0.005,0.4,84.1,76.3,200.5242464,4.718217562,0.786369594,1.31061599,2.228047182,32.76539974,6.946264744,6.815203145,2.883355177,0,0.524246396,55.70117955,0,0.262123198,0.05242464,0.018348624,0.131061599,2.096985583,0.393184797,0.131061599,14.02359109,0,0.524246396,0.129750983,47.05111402,0.107470511,1.965923984,26.60550459,0.524246396,84.79685452,255.570118,0.00655308,0.524246396
ham cheese roll,67,5.2,2,2.4,0.6,1.1,0,3.8,0,16.2,0.3,16.9,0,0.2,0.004,0.008,0.033,1,0.1,0.019,0,0.061,0.037,0,16.2,0.078,0.3,4.5,0,70.8,82.3,0.018,0.6,26.6,27,248.1481481,19.25925926,7.407407407,8.888888889,2.222222222,4.074074074,0,14.07407407,0,60,1.111111111,62.59259259,0,0.740740741,0.014814815,0.02962963,0.122222222,3.703703704,0.37037037,0.07037037,0,0.225925926,0.137037037,0,60,0.288888889,1.111111111,16.66666667,0,262.2222222,304.8148148,0.066666667,2.222222222
biscuit with ham,386,18.4,11.4,4.8,1,43.8,2.2,13.4,0.8,24.9,1.1,32.1,0.05,0.5,0.003,0,0.3,3.5,0.4,0.1,0.1,0.08,1.4,0.089,160.5,0.054,2.7,22.6,0.4,553.7,196.6,0.011,1.6,239.732,107.7,358.4029712,17.08449396,10.58495822,4.456824513,0.928505107,40.66852368,2.042711235,12.44196843,0.742804085,23.11977716,1.021355617,29.80501393,0.046425255,0.464252553,0.002785515,0,0.278551532,3.249767874,0.371402043,0.092850511,0.092850511,0.074280409,1.299907149,0.082636955,149.0250696,0.050139276,2.506963788,20.98421541,0.371402043,514.1132776,182.544104,0.010213556,1.485608171
lemon chicken,1440,74.9,12.2,16.4,36.7,122,55.2,68.6,7,203.8,1.5,363.6,0.099,0.3,0.069,0.028,0.4,23.3,3.1,1.5,15.9,0.045,8.1,0.2,248.4,0.2,8.4,95.6,0.6,821.7,987.4,0.001,3.2,545.212,629.1,228.8984263,11.90589731,1.939278334,2.606898744,5.833730726,19.39278334,8.774439676,10.9044667,1.112700684,32.39548561,0.238435861,57.79685265,0.015736767,0.047687172,0.01096805,0.004450803,0.063582896,3.703703704,0.492767446,0.238435861,2.527420124,0.007153076,1.287553648,0.031791448,39.48497854,0.031791448,1.33524082,15.19631219,0.095374344,130.6151645,156.9543793,0.000158957,0.50866317
hummus,435,21.1,2.8,12,5.2,49.5,0.7,12,9.8,0,0.6,159.6,0,0.2,0.1,0,0.1,1,0.7,1,19.4,0,1.8,0.059,120.5,0.6,3.8,71.3,1.4,270.6,425.6,0.038,2.7,236.1,242.2,179.6036334,8.711808423,1.156069364,4.954582989,2.146985962,20.43765483,0.289017341,4.954582989,4.046242775,0,0.247729149,65.89595376,0,0.082576383,0.041288192,0,0.041288192,0.412881916,0.289017341,0.412881916,8.009909166,0,0.743187448,0.024360033,49.75227085,0.247729149,1.56895128,29.43848059,0.578034682,111.7258464,175.7225434,0.015689513,1.114781173
